500 25000
134 133 480
18 411 44
26 45 342
55 165 178
176 371 260
17 361 91
380 289 752
256 199 521
154 77 19
423 465 175
162 100 308
494 118 219
38 496 116
232 404 781
263 432 5
23 449 866
466 181 8
218 438 207
463 367 102
138 29 202
446 375 172
18 265 669
134 497 925
268 260 857
273 136 658
139 102 839
499 173 777
206 265 221
343 228 588
297 366 469
499 164 344
23 182 961
192 169 311
469 437 923
326 210 59
484 201 162
176 201 335
305 259 452
27 454 180
467 251 398
437 102 62
133 126 97
447 170 266
258 140 703
181 318 765
241 155 966
255 331 19
90 136 131
394 15 85
74 483 689
324 272 143
386 257 621
483 204 792
101 462 284
304 144 954
421 237 109
240 492 940
259 434 929
242 328 944
328 402 279
369 226 51
364 464 661
486 300 365
130 401 180
266 58 324
220 479 913
330 219 405
122 331 839
403 73 667
200 253 421
479 474 499
383 339 315
44 325 615
261 455 369
441 73 927
117 293 758
30 475 830
435 450 513
126 353 938
293 53 192
66 385 666
417 268 857
233 312 682
348 73 989
217 367 62
496 484 208
107 15 535
437 302 985
302 429 191
240 74 96
432 493 981
451 410 249
160 143 913
343 344 339
184 413 706
99 410 690
159 369 205
194 158 360
180 460 289
223 200 715
319 485 708
301 436 119
402 448 262
316 291 458
155 328 372
361 279 282
403 438 3
461 132 661
321 164 121
462 387 321
177 207 806
357 262 543
471 78 686
430 85 366
302 446 645
436 202 435
439 163 568
452 484 732
73 446 472
394 475 179
53 213 539
499 422 153
394 246 232
81 176 817
299 330 616
297 118 318
232 409 481
300 361 817
385 434 615
357 180 590
388 85 156
279 85 430
432 479 676
16 412 704
334 212 534
302 9 152
472 93 561
453 394 774
270 131 208
237 340 241
327 80 326
335 211 411
266 143 743
294 12 655
499 198 219
385 0 80
390 472 674
303 277 920
78 399 551
286 136 743
379 315 323
206 3 534
469 121 529
212 415 541
220 266 739
291 152 91
372 42 915
398 345 692
170 275 943
73 414 579
316 293 247
491 499 750
25 469 871
406 181 638
300 253 405
39 45 57
483 269 451
398 167 148
443 189 924
386 262 338
466 78 631
213 69 483
315 446 952
186 352 485
324 152 739
81 44 284
138 379 905
441 129 924
90 72 613
366 459 875
204 277 453
187 342 374
170 157 820
474 195 24
460 19 529
199 101 425
335 91 804
92 385 933
16 475 858
129 193 817
356 397 446
309 436 288
35 459 797
207 433 492
231 393 363
112 444 816
37 131 260
193 223 145
127 91 972
337 72 665
6 428 914
452 89 350
92 124 809
241 331 595
85 415 488
448 27 285
117 65 268
377 258 344
374 237 435
346 74 860
363 80 788
277 384 378
479 328 354
141 69 538
236 154 953
76 455 480
213 72 897
482 301 8
326 175 745
113 21 672
473 236 604
114 13 341
344 492 169
198 133 239
88 221 393
41 298 348
374 11 272
131 23 248
229 137 121
401 462 357
357 76 222
198 272 67
368 471 700
459 59 774
352 453 72
53 327 935
177 450 633
251 82 156
351 311 645
325 64 608
34 421 536
257 472 809
324 340 132
376 299 43
150 3 496
74 408 675
362 86 478
495 189 912
3 40 75
149 217 639
109 252 912
497 9 884
158 185 76
142 413 727
186 64 231
34 490 991
62 204 929
40 51 118
452 55 511
27 56 228
18 165 980
282 14 341
19 173 378
95 315 792
323 353 708
406 388 550
249 450 255
179 342 806
297 146 713
160 25 269
389 43 786
221 177 153
415 196 826
293 292 993
437 467 699
497 225 439
48 474 889
155 5 583
313 303 729
27 463 754
148 204 649
287 426 326
440 193 23
118 486 167
463 276 486
162 273 563
101 321 37
342 476 543
425 290 198
6 169 513
260 317 718
409 456 496
236 396 189
111 14 527
130 478 303
116 492 577
179 446 250
68 288 579
463 66 721
161 72 390
27 185 559
97 446 16
93 34 264
134 145 779
161 275 609
317 243 453
246 422 399
496 491 40
75 454 958
296 468 882
38 495 567
98 92 14
466 37 900
230 171 546
361 184 173
322 1 917
128 247 339
27 96 182
67 171 989
377 320 957
260 358 304
327 308 748
193 126 137
94 209 660
492 422 844
165 245 698
82 373 797
274 252 393
308 172 417
297 49 237
106 309 947
262 489 108
362 182 86
208 286 815
406 220 540
55 346 292
449 155 816
218 304 366
254 377 516
214 240 51
301 91 679
96 103 300
166 311 438
481 69 10
21 124 357
166 425 364
482 143 20
200 450 283
228 57 161
96 271 753
147 424 844
179 21 799
331 39 462
121 21 531
131 394 508
488 60 433
204 43 429
225 95 379
360 323 288
373 272 560
478 271 984
175 450 357
474 133 397
437 254 270
320 386 164
328 226 77
114 283 120
43 360 67
274 220 743
63 446 15
475 424 286
311 99 589
21 426 574
270 215 329
40 35 567
56 216 293
133 182 928
105 77 788
173 351 861
416 266 659
431 241 583
69 405 535
10 426 313
85 196 28
266 236 915
333 292 483
478 278 165
407 383 742
47 56 946
408 472 64
67 255 658
3 177 63
390 187 989
203 124 185
83 242 273
498 75 65
482 406 695
499 165 579
94 212 135
392 121 460
456 40 215
114 43 744
177 285 932
166 488 408
203 71 151
476 422 78
394 256 484
89 107 1
168 201 714
156 445 187
116 254 727
183 368 623
428 398 408
212 416 749
472 120 672
475 448 446
54 342 202
390 284 810
392 452 363
106 108 161
145 76 915
372 112 635
347 392 33
108 456 802
357 428 774
381 404 222
328 310 917
30 200 201
192 444 653
408 402 114
421 47 42
336 272 6
471 119 398
357 79 206
11 288 487
285 170 743
359 498 53
276 380 605
477 425 50
483 185 452
343 294 124
202 117 743
452 326 675
159 337 963
146 474 633
241 334 483
294 110 364
251 440 141
153 275 826
458 76 284
310 271 78
434 473 195
29 426 374
204 437 711
153 176 872
137 322 834
1 73 774
142 227 401
320 37 829
104 347 101
34 281 926
229 310 704
455 15 641
167 35 576
205 188 252
77 325 74
38 172 727
291 492 764
121 448 463
74 482 244
352 64 554
57 19 421
198 186 808
275 243 349
379 320 174
454 84 705
454 474 377
33 265 722
149 238 670
112 164 5
356 17 569
262 74 88
36 124 627
196 399 222
45 131 395
220 85 979
277 391 453
6 424 570
228 73 809
251 37 973
256 245 342
177 7 916
265 395 393
244 92 644
467 137 275
362 209 360
193 486 251
498 493 27
68 73 452
229 324 989
55 432 234
397 109 94
166 227 989
59 471 81
203 438 71
479 152 780
339 345 267
443 343 612
470 264 185
423 493 362
264 48 146
499 298 756
93 464 983
82 23 806
16 78 97
87 57 249
219 249 947
486 44 642
450 14 906
488 289 252
350 54 652
496 405 450
104 498 266
87 432 141
394 300 720
491 239 629
92 459 878
39 297 422
34 248 289
440 236 930
44 438 336
49 286 741
351 391 591
118 330 876
111 76 28
331 419 768
461 12 227
191 403 24
466 437 124
107 230 360
37 126 150
226 175 937
467 27 180
411 497 510
139 108 439
167 440 358
435 253 222
14 296 626
39 262 915
163 369 997
376 407 476
378 133 651
315 452 30
347 215 527
358 206 636
149 374 428
7 161 533
230 176 829
208 215 92
475 230 313
325 458 72
301 337 57
452 4 362
335 352 577
362 62 284
350 211 510
130 218 671
15 300 347
345 8 914
289 336 145
454 161 455
27 462 292
84 266 297
446 453 649
376 316 563
12 18 774
22 1 344
193 16 145
393 213 505
307 2 693
304 457 354
260 336 668
404 420 935
201 219 888
202 95 56
117 459 427
391 481 428
88 26 296
233 419 510
90 79 864
284 383 673
490 495 9
159 400 282
186 8 948
95 125 907
22 369 240
302 457 266
450 42 38
460 132 117
177 268 352
202 259 200
64 418 600
346 216 905
199 402 413
499 497 391
258 371 260
498 25 717
116 476 259
154 288 743
123 317 512
476 20 623
28 84 41
128 282 757
385 333 11
299 332 509
42 90 732
302 440 758
19 408 586
130 63 374
373 38 692
237 366 564
360 394 648
253 374 930
362 260 263
374 411 947
235 453 889
467 255 329
77 126 237
163 108 652
390 481 43
82 71 409
146 431 304
146 185 678
428 399 438
43 273 701
490 360 154
379 180 761
60 257 887
149 273 495
154 163 329
197 97 252
106 243 183
262 241 220
293 169 120
83 212 245
285 202 458
439 433 138
201 345 747
440 494 520
288 148 183
469 197 780
221 156 875
256 418 116
329 211 137
301 295 849
46 80 903
4 371 188
494 424 33
242 217 28
298 326 578
430 399 234
306 7 152
274 336 716
412 137 363
113 36 443
17 392 166
205 387 591
91 481 660
471 95 517
351 393 843
429 176 594
163 482 601
168 108 438
236 372 927
99 486 963
394 355 356
60 412 595
163 326 671
180 178 565
375 107 241
469 123 575
423 143 35
361 379 408
140 478 246
104 372 453
460 284 217
407 288 573
483 451 899
154 132 77
71 359 685
164 329 660
91 252 803
485 61 884
290 373 168
7 280 308
80 263 260
332 418 244
409 489 103
446 6 784
106 97 536
409 224 853
443 463 311
455 448 872
191 238 246
212 98 26
20 30 290
132 362 60
376 272 549
264 177 505
153 438 229
6 382 693
169 189 493
42 233 84
288 445 682
314 465 212
16 326 199
66 158 769
473 423 946
330 428 237
60 286 471
105 456 160
450 498 893
34 286 190
216 452 8
281 409 958
356 425 284
55 343 443
176 169 218
475 499 146
212 411 432
195 319 238
441 353 876
131 422 681
491 203 590
449 59 367
234 466 211
177 142 232
395 117 231
393 181 495
177 216 363
418 412 682
156 205 536
385 188 958
66 180 513
156 129 72
375 215 890
86 392 384
170 139 854
402 384 535
249 62 252
112 480 516
295 488 221
183 373 261
493 439 941
6 447 923
430 323 138
172 261 383
56 432 522
262 186 407
150 435 469
254 399 801
270 194 289
343 229 163
104 222 454
398 228 754
321 10 429
459 182 42
194 91 826
217 353 364
476 3 799
297 257 199
98 379 245
239 74 475
254 31 549
61 429 630
167 102 140
96 413 323
490 108 914
317 177 767
181 153 123
333 302 232
384 252 612
129 343 538
6 159 350
488 326 452
128 274 718
303 116 826
217 285 355
337 319 360
312 152 662
44 388 766
8 369 609
47 326 707
116 184 218
467 172 896
271 152 522
341 456 139
167 173 276
374 362 595
234 174 599
248 71 487
14 79 857
476 126 535
183 95 71
254 414 95
2 37 747
25 379 703
16 398 229
144 273 443
240 7 118
191 256 189
179 122 620
388 98 599
275 134 694
346 388 960
293 242 497
40 119 376
96 135 775
325 132 400
268 372 907
238 415 15
279 94 138
252 334 236
351 109 370
397 307 110
357 100 353
354 493 972
83 89 460
210 266 92
110 386 816
369 477 231
385 108 178
23 360 512
111 211 474
482 460 133
92 317 234
445 24 579
418 459 520
230 169 286
322 131 24
138 352 501
221 237 962
399 112 322
264 224 886
238 206 346
371 150 16
457 448 392
388 366 851
46 270 503
71 260 355
424 481 445
386 233 557
61 497 633
299 235 691
497 458 842
13 268 790
405 156 508
108 65 456
480 111 78
335 34 838
43 459 671
488 197 404
397 258 901
31 409 988
74 407 447
416 272 215
58 178 223
418 138 288
374 119 400
304 454 934
494 497 745
166 337 443
422 235 53
176 118 463
164 44 722
463 461 494
30 371 524
254 290 663
394 16 782
294 321 88
81 315 586
178 481 775
121 256 862
27 432 832
342 448 377
64 412 690
58 294 561
435 48 203
98 295 720
232 441 541
320 22 208
258 53 42
34 26 798
396 53 730
81 247 178
458 311 942
0 222 237
61 157 637
117 255 432
337 487 374
230 307 748
438 418 301
480 452 828
278 200 733
360 281 481
391 91 144
333 91 866
70 5 523
60 122 130
492 311 117
218 41 277
467 331 547
120 312 999
300 442 551
34 155 685
367 46 776
11 379 220
378 302 577
253 362 699
384 206 10
353 425 403
482 244 734
29 364 398
380 165 841
432 51 496
469 418 542
97 429 273
317 307 575
394 61 789
307 150 273
62 133 17
297 14 881
195 395 398
388 179 949
236 148 367
278 245 797
404 415 456
479 309 517
121 107 814
117 266 817
390 329 450
259 478 964
492 173 711
391 414 890
340 150 538
60 281 136
357 185 551
165 16 712
183 137 319
349 254 438
166 496 767
468 255 745
285 248 770
239 183 687
277 243 968
413 452 505
316 118 521
29 153 511
200 354 117
138 21 614
405 341 721
2 126 321
125 475 164
161 214 848
348 343 91
168 109 396
25 425 866
47 454 19
410 155 373
27 145 746
493 403 588
388 382 41
405 44 255
253 244 99
196 413 60
92 438 985
458 337 292
329 247 299
55 127 444
301 120 847
241 39 605
456 280 487
349 185 531
105 438 776
116 79 331
101 389 669
393 219 768
44 274 747
489 427 868
188 169 907
293 477 187
133 326 224
164 431 162
292 339 149
185 455 228
17 409 617
38 154 336
306 199 462
54 188 390
274 228 411
33 22 388
73 155 714
297 171 998
312 316 337
461 1 145
189 18 54
306 56 60
495 215 759
309 121 299
51 247 528
462 280 402
350 205 57
417 355 80
267 167 896
104 128 398
101 169 916
7 327 825
68 322 540
179 132 513
331 35 260
113 348 98
170 117 953
250 384 472
147 341 100
397 442 121
313 450 448
490 370 123
382 49 607
395 380 642
155 91 640
48 204 341
498 226 458
451 329 343
275 328 684
375 225 978
348 390 928
296 381 298
419 263 200
26 159 580
169 166 24
2 64 307
461 367 636
156 142 464
192 17 189
170 217 79
451 14 312
101 285 76
301 312 587
234 333 753
258 494 320
338 349 384
145 310 252
281 318 394
97 10 264
286 32 981
218 483 347
30 85 133
458 386 945
45 472 130
299 230 976
119 421 825
355 418 487
459 52 305
354 149 667
470 288 200
303 6 183
151 388 620
284 347 7
81 392 979
211 43 562
39 14 335
365 370 253
204 181 657
362 35 307
29 357 447
81 161 805
117 312 693
237 96 892
96 29 637
428 92 680
342 131 47
177 348 769
282 53 450
440 415 838
99 296 195
398 378 856
203 495 168
248 232 616
141 329 497
130 257 589
209 128 921
478 262 474
119 5 538
314 403 916
23 458 263
191 207 847
160 200 28
9 330 785
99 344 736
24 54 216
445 384 831
272 165 885
13 136 391
403 451 146
171 474 605
434 17 812
282 29 364
310 39 546
448 490 390
36 366 296
105 311 33
436 435 50
321 301 187
64 204 990
211 376 316
168 162 685
332 444 715
196 107 606
242 55 948
484 443 314
281 48 977
314 484 413
364 158 214
51 74 270
393 137 498
209 305 161
395 137 105
462 333 64
420 427 119
368 412 415
34 45 463
11 359 800
276 75 310
342 479 384
113 372 874
111 82 679
272 329 317
230 291 502
294 211 782
266 431 546
181 465 91
496 476 802
148 105 729
310 447 708
47 60 433
421 24 867
100 296 696
269 378 987
124 173 50
406 291 481
304 324 298
395 172 774
49 321 731
130 483 679
339 30 239
272 451 263
491 52 912
187 173 290
26 297 815
76 55 958
409 359 782
207 106 455
333 155 128
65 286 111
244 477 494
335 101 445
99 92 349
363 279 523
5 305 172
321 233 728
131 142 87
414 201 694
221 34 701
201 99 839
164 195 816
158 31 417
104 482 861
305 345 492
180 350 297
353 23 382
433 155 876
372 421 77
66 142 464
120 195 415
459 359 611
276 18 994
45 474 476
259 131 321
251 312 523
401 17 899
283 450 406
12 174 827
441 93 321
405 213 16
173 172 375
284 300 245
278 198 719
106 457 851
279 60 515
154 461 532
53 97 334
459 109 8
138 402 953
459 160 166
327 333 191
55 469 843
300 99 541
20 205 850
223 484 911
238 138 724
122 44 321
308 355 930
168 494 333
122 305 993
288 133 678
331 188 647
175 488 246
68 360 303
271 435 787
182 25 277
406 499 673
228 307 29
10 476 523
195 98 180
188 238 313
366 70 353
365 97 194
111 165 906
414 436 342
53 470 719
183 229 219
356 309 526
385 319 354
260 15 304
441 55 543
106 274 965
312 139 62
6 103 79
264 369 516
458 275 986
178 458 567
397 166 876
275 404 196
130 164 563
434 457 970
329 416 744
146 228 236
208 86 339
140 350 60
156 309 835
494 487 645
62 236 812
290 11 68
486 493 232
401 428 542
372 109 958
116 256 538
204 464 124
43 456 326
456 464 135
291 459 974
289 373 62
453 163 926
21 2 919
105 255 347
147 127 457
457 96 565
495 300 381
471 196 338
298 152 302
285 295 613
112 84 486
174 37 502
100 58 856
372 16 111
219 163 591
28 121 687
445 468 987
327 440 183
165 90 687
467 375 983
81 339 67
419 14 457
273 466 867
129 338 883
93 410 47
184 290 20
371 236 340
210 63 132
246 80 722
433 47 950
416 480 789
336 400 655
293 173 474
12 155 812
396 248 74
295 432 717
167 155 953
7 365 868
492 463 448
214 397 347
306 353 728
313 498 253
287 11 908
452 407 508
26 54 292
95 221 299
48 80 165
268 72 480
216 139 877
64 155 395
392 313 748
472 479 747
225 266 258
486 70 517
346 449 571
139 44 144
438 93 576
455 213 1
436 430 140
165 346 647
60 90 961
309 62 792
56 139 558
166 477 481
183 324 930
106 463 974
102 253 919
178 209 633
179 497 915
171 162 113
319 75 55
132 384 469
424 292 608
334 310 438
315 345 762
97 451 577
72 405 830
343 83 391
328 115 740
95 286 403
208 457 830
115 89 714
193 200 168
483 15 865
245 113 816
4 232 8
248 61 123
488 8 762
243 69 219
73 184 161
139 269 26
349 314 726
369 297 94
234 42 59
402 216 596
475 72 680
484 172 593
107 161 602
221 256 171
293 330 355
454 469 624
480 319 938
59 188 87
212 177 697
160 153 622
340 137 294
434 96 807
388 318 564
59 463 746
266 417 67
391 249 738
181 308 279
269 461 554
250 173 731
300 185 384
274 26 873
68 312 970
228 200 140
144 111 603
242 377 520
309 268 621
48 302 930
327 423 891
381 25 917
464 325 954
349 99 980
222 20 644
44 100 196
287 486 185
159 147 305
281 195 459
63 374 382
306 107 908
223 72 85
30 273 185
10 347 557
7 392 657
203 428 753
11 216 591
48 227 238
353 360 786
313 423 160
47 82 620
307 157 192
393 187 317
430 50 164
339 57 408
496 112 837
101 475 405
192 23 984
430 229 845
216 394 620
229 441 554
349 101 212
393 494 899
62 276 949
78 115 6
487 463 971
324 64 946
81 256 822
65 38 551
262 107 945
235 188 738
289 37 191
1 282 37
253 344 813
202 422 428
61 261 891
32 437 307
330 18 563
152 436 954
203 198 561
0 285 249
91 75 638
134 428 272
172 181 468
485 236 390
266 297 504
9 181 941
317 11 812
232 164 748
186 219 298
99 72 84
200 15 11
190 149 291
462 321 473
430 159 561
173 425 210
29 434 391
470 103 754
282 336 770
30 374 990
181 326 414
265 26 781
128 69 930
419 383 604
244 166 263
305 339 40
15 220 474
258 190 930
13 325 266
283 207 492
125 388 818
39 5 197
320 133 618
103 53 1
207 297 167
322 455 858
362 322 578
188 81 269
118 94 94
236 377 153
81 3 42
251 394 547
448 215 681
418 170 86
420 229 235
87 51 690
446 265 365
376 453 946
145 424 540
91 160 269
97 241 772
139 493 519
38 293 586
219 64 256
157 484 837
393 423 888
435 221 505
300 98 810
98 95 734
490 39 247
260 136 840
384 275 685
403 313 331
489 385 395
97 42 879
434 287 302
174 75 876
179 375 474
490 326 69
76 316 108
323 428 744
164 313 371
349 68 537
32 410 922
427 7 316
306 294 956
461 468 531
337 0 758
311 342 584
232 270 253
193 94 681
289 110 346
161 311 415
50 344 825
472 271 184
140 430 330
96 243 799
479 80 151
238 243 845
174 327 615
427 20 709
109 310 671
455 323 835
222 373 179
399 197 802
436 189 232
266 138 475
417 117 407
68 355 150
442 270 12
114 226 335
449 300 60
480 200 109
282 136 799
367 402 437
194 172 906
102 92 614
104 358 496
434 239 805
285 181 576
297 147 154
485 448 954
397 428 506
7 63 642
306 430 397
95 124 569
1 226 661
467 183 519
463 117 110
269 254 792
197 404 291
203 389 740
157 286 668
164 293 231
158 451 13
407 398 138
476 400 716
490 367 251
361 183 869
472 304 123
116 1 27
407 56 268
147 213 555
168 229 700
251 240 504
265 147 402
255 476 654
323 318 874
75 179 557
296 3 861
271 119 714
299 27 622
419 26 187
326 46 917
379 298 509
383 415 8
292 345 154
75 68 689
288 340 309
354 491 188
476 410 66
163 89 613
432 468 411
441 351 826
302 488 348
286 280 45
293 298 818
127 225 886
168 13 78
477 219 421
17 195 184
84 359 273
49 143 741
460 85 444
138 387 432
338 25 65
383 318 215
201 297 441
